Utterance,Intent
"Can you confirm by <time>, please?",reservation_update_request
Are you able to confirm by <time>?,reservation_update_request
Can you please confirm by <time>,reservation_update_request
An email was sent to support the reservation.,reservation_update_request
I have an e-mail to the support about the reservation <confirmation_code>,reservation_update_request
I sent an email to support reservation <confirmation_code>,reservation_update_request
I sent a support email.,reservation_update_request
The email was sent to support the reservation.,reservation_update_request
I sent an email to support.,reservation_update_request
I sent an email to support the reservation.,reservation_update_request
I sent an email to support about reservation <confirmation_code>,reservation_update_request
I'm trying to find out if my reservation is correct.,reservation_update_request
I am not sure if my reservation is confirmed.,reservation_update_request
I'm trying to figure out if my reservation has been confirmed.,reservation_update_request
I don't know if my reservation is confirmed.,reservation_update_request
I'm not sure if my reservation is confirmed.,reservation_update_request
I'm trying to figure out if my reservation is confirmed.,reservation_update_request
I'm trying to find out if my reservation is confirmed.,reservation_update_request
I am trying to figure out if my reservation is confirmed.,reservation_update_request
I want to check the status of my booking.,reservation_update_request
I would like to check the status of my booking.,reservation_update_request
Hello. I made the following booking <confirmation_code>. I liked to check the status of my booking,reservation_update_request
Hello. I made the following reservation <confirmation_code>. I want to check the status of my reservation.,reservation_update_request
I would like to know the status of my booking.,reservation_update_request
I want to know the status of my booking.,reservation_update_request
I want to check the status of my booking,reservation_update_request
Hi. i have made the following booking <confirmation_code>. I want to check the status of my booking,reservation_update_request
Is <restaurant> child friendly?,restaurant_inquiry
Is <restaurant> friendly to kids?,restaurant_inquiry
Is <restaurant> children friendly?,restaurant_inquiry
Is <restaurant> a good place to be a kid?,restaurant_inquiry
Is <restaurant> friendly for children?,restaurant_inquiry
Is <restaurant> kid friendly?,restaurant_inquiry
Is <restaurant> family friendly?,restaurant_inquiry
Is <restaurant> kid friendly?,restaurant_inquiry
When's <restaurant> closing?,restaurant_inquiry
<restaurant> is close to when?,restaurant_inquiry
Is <restaurant> close?,restaurant_inquiry
When is <restaurant> close?,restaurant_inquiry
<restaurant> is close when?,restaurant_inquiry
When does <restaurant> close?,restaurant_inquiry
When does <restaurant> close?,restaurant_inquiry
Is it possible that <restaurant> has booster seats for kids?,restaurant_inquiry
Does <restaurant> have booster seats for children?,restaurant_inquiry
Does <restaurant> have extra seats for children?,restaurant_inquiry
Does <restaurant> have children's booster seats?,restaurant_inquiry
Does <restaurant> have booster seats for kids?,restaurant_inquiry
Does <restaurant> have booster seats?,restaurant_inquiry
Does <restaurant> have booster seats for kids?,restaurant_inquiry
Does <keyword> offer delivery?,restaurant_inquiry
Does <keyword> have delivery?,restaurant_inquiry
Does <keyword> have delivery?,restaurant_inquiry
Does <keyword> offer a delivery?,restaurant_inquiry
Does <keyword> deliver?,restaurant_inquiry
Does <keyword> offer delivery?,restaurant_inquiry
Does <keyword> offer delivery?,restaurant_inquiry
There is a need for reservations for <number_of_people> at <restaurant> and <date>.,restaurant_inquiry
There is a need for a reservation at <restaurant> and <date>.,restaurant_inquiry
There is a need for a reservation for C029 at <restaurant>.,restaurant_inquiry
There is a need for a reservation for <number_of_people> at <restaurant> and <date>.,restaurant_inquiry
Need reservation for <number_of_people> a <restaurant> on <date> a <time>,restaurant_inquiry
Reservation required for <number_of_people> at <restaurant> at <date> at <time>,restaurant_inquiry
There is a need for a reservation for <number_of_people> at <restaurant>.,restaurant_inquiry
Need reservation for <number_of_people> at <restaurant> on <date> at <time>,restaurant_inquiry
What is the cost of <restaurant>?,restaurant_inquiry
What is the price of <restaurant>?,restaurant_inquiry
How expensive is it?,restaurant_inquiry
How much is <restaurant>?,restaurant_inquiry
How much does <restaurant> cost?,restaurant_inquiry
How expensive is <restaurant>?,restaurant_inquiry
I would like to make a reservation for <lunch_or_dinner> on <date> <time> at <restaurant>.,restaurant_inquiry
I would like to make a reservation for <lunch_or_dinner> at <restaurant>.,restaurant_inquiry
I liked to make a reservation for <number_of_people> for <lunch_or_dinner> on <date> <time> at <restaurant>.,restaurant_inquiry
I want to make a reservation for <lunch_or_dinner> on <date> <time>.,restaurant_inquiry
I want to make a reservation for <lunch_or_dinner> at <restaurant>.,restaurant_inquiry
I would like to make a reservation for <lunch_or_dinner> on <date> <time>.,restaurant_inquiry
I want to make a reservation for <number_of_people> for <lunch_or_dinner> on <date> <time> a <restaurant>,restaurant_inquiry
I want to make a reservation for <number_of_people> for <lunch_or_dinner> on <date> <time> at <restaurant>,restaurant_inquiry
There is no time on the booking for a restaurant in <location>.,restaurant_inquiry
There's no time on the booking for the restaurant I made a reservation at.,restaurant_inquiry
I made a successful reservation with a restaurant in <location> but there is no real time on the reservation?,restaurant_inquiry
There's no time on the booking for the restaurant in <location> that I made a reservation for.,restaurant_inquiry
There's no actual time on the booking for the restaurant I made a reservation for.,restaurant_inquiry
There's no time on the booking for the restaurant I made a reservation for.,restaurant_inquiry
"I have successfully made a reservation with a restaurant in <location>, but there is no actual time when booking?",restaurant_inquiry
I successfully made a reservation with a restaurant in <location> but there's no actual time on the booking?,restaurant_inquiry
Is it possible for you to book <restaurant> at <location>?,restaurant_inquiry
Would you guys be able to book <restaurant>?,restaurant_inquiry
Can you book <restaurant> at <location>?,restaurant_inquiry
Would you be able to book <restaurant> at <location>?,restaurant_inquiry
Could you book <restaurant> at <location>?,restaurant_inquiry
Is it possible to book <restaurant> at <location>?,restaurant_inquiry
Is it possible for you guys to book <restaurant> at <location>?,restaurant_inquiry
Would you guys be able to book <restaurant> at <location>?,restaurant_inquiry
There is a special request for <restaurant>.,restaurant_inquiry
I have a special request for <restaurant>,restaurant_inquiry
There is a request for <restaurant> that I have.,restaurant_inquiry
There is a request for <restaurant>.,restaurant_inquiry
I have a special request.,restaurant_inquiry
I have a request for <restaurant>.,restaurant_inquiry
I have a special request for <restaurant>,restaurant_inquiry
I'd like to talk to someone at <restaurant>.,restaurant_inquiry
I would like to speak to someone.,restaurant_inquiry
I liked talking to someone at <restaurant>.,restaurant_inquiry
I'd like to speak to someone at <restaurant>.,restaurant_inquiry
I want to speak to someone at <restaurant>.,restaurant_inquiry
I would like to speak with someone.,restaurant_inquiry
I would like to talk to someone.,restaurant_inquiry
I would like to talk to someone at <restaurant>,restaurant_inquiry
"If I want to make a reservation to <restaurant>, any down payment is needed?",restaurant_reservation_regulations
"If I want to make a reservation to <restaurant>, what is the down payment?",restaurant_reservation_regulations
"Hello, if I wanted to make a reservation to <restaurant>, any deposit required?",restaurant_reservation_regulations
"If I want to make a reservation to <restaurant>, do I need to make a down payment?",restaurant_reservation_regulations
"If I want to make a reservation to <restaurant>, do I need a down payment?",restaurant_reservation_regulations
"If I would like to make a reservation to <restaurant>, what is the down payment?",restaurant_reservation_regulations
"Hello, if I'd like to make a reservation at <restaurant>, any down payment required?",restaurant_reservation_regulations
"Hi, if I would like to make a reservation to <restaurant>, any down payment needed?",restaurant_reservation_regulations
Is it available in the state?,tour_available
Is it available in that location?,tour_available
Is it available in that area?,tour_available
Do you know if it is available for <number_of_people>?,tour_available
Is it available in the area?,tour_available
Is it available for <number_of_people>,tour_available
Is it available for <number_of_people>,tour_available
Is <location> <time> available?,tour_available
Is it possible to find <location> <time>?,tour_available
Is <keyword> available?,tour_available
Is it possible that <keyword> is available?,tour_available
Is <keyword> available?,tour_available
Is <keyword> available <location> <time>?,tour_available
Is <keyword> available <location> <time>?,tour_available
How can I find out if <keyword> tickets are still available?,tour_available
I want to know if <keyword> tickets are still available.,tour_available
Hello! How can I know if <keyword> tickets are still available for the desired date?,tour_available
How do I know if the <keyword> tickets for the date I want are still available?,tour_available
How can I know if <keyword> tickets are still available?,tour_available
How can I know if <keyword> tickets are still available?,tour_available
I want to know if <keyword> tickets are still available.,tour_available
Hi! How can I know if <keyword> tickets for the date I want are still available?,tour_available
I want to know if <keyword> tickets are still available.,tour_available
How can I know if the tickets I want are still available?,tour_available
How do I know if the <keyword> tickets for the date I want are still available?,tour_available
How can I know if <keyword> tickets are still available?,tour_available
How can I know if <keyword> tickets are still available?,tour_available
How can I know if <keyword> tickets are still available for the desired date?,tour_available
I want to know if <keyword> tickets are still available.,tour_available
How can I know if <keyword> tickets for the date I want are still available?,tour_available
How can I know if <keyword> is still available for the desired date?,tour_available
How can I know if <keyword> is still available?,tour_available
I want to know if <keyword> is still available.,tour_available
How do I know if <keyword> for the date I want is still available?,tour_available
I want to know if <keyword> is still available.,tour_available
I don't know if <keyword> is still available.,tour_available
How can I know if <keyword> is still available?,tour_available
How can I know if <keyword> for the date I want are still available?,tour_available
How can I know if <keyword> is still available for <date>?,tour_available
How can I know if <keyword> is still available?,tour_available
I want to know if <keyword> is still available.,tour_available
I want to know if <keyword> is still available.,tour_available
I don't know if <keyword> is still available.,tour_available
How can I know if <keyword> is still available?,tour_available
How do I know if <keyword> for <date> I want to be always available?,tour_available
How can I know if <keyword> for <date> I want are still available?,tour_available
How can I know if <keyword> is still available for <date>?,tour_available
How can I know if <keyword> is still available?,tour_available
I don't know if <keyword> is still available.,tour_available
How do I know if <keyword> for <date> are still available?,tour_available
I don't know if <keyword> for <date> are still available.,tour_available
I don't know if <keyword> is still available.,tour_available
How can I know if <keyword> is still available?,tour_available
How can I know if <keyword> for <date> are still available?,tour_available
<keyword> available between <date> and <date>?,tour_available
<keyword> is available between <date> and <date>.,tour_available
Is it possible to get <keyword> between <date> and <date>?,tour_available
Is it possible to get <keyword> between <date> and <date>?,tour_available
<keyword> is available between <date> and <date>.,tour_available
<keyword> available between <date> and <date> ?,tour_available
<keyword>— available between <date> to <date> ?,tour_available
<keyword> available between <date> and <date>?,tour_available
Is it possible to get <keyword> between <date> and <date>?,tour_available
Is it possible to get <keyword> between <date> and <date>?,tour_available
<keyword> is available between <date> and <date>.,tour_available
Is it possible to find <keyword> between <date> and <date>?,tour_available
Is it possible to get <keyword> between <date> and D05?,tour_available
<keyword> available between <date> to <date>?,tour_available
<keyword> available between <date> and <date>?,tour_available
Is it possible to get <keyword> between <date> and <date>?,tour_available
Is it possible to get <keyword> between <date> and <date>?,tour_available
<keyword> is available between <date> and <date>.,tour_available
Is it possible to find <keyword> between <date> and <date>?,tour_available
Is it possible to get <keyword> between <date> and D05?,tour_available
<keyword> available between <date> to <date>?,tour_available
I would like to get a quote for <keyword> for adults.,tour_available
Hello. Wish to get a quote for <keyword> for <number_of_people> adults <date> please,tour_available
Please let me know if I can get a quote for <keyword> for adults.,tour_available
Please let me know if I can get a quote for <keyword> for <number_of_people> adults.,tour_available
I would like to get a quote for <keyword> for <number_of_people> adults.,tour_available
Hi. liked to receive an offer for <keyword> for <number_of_people> adults <date> please,tour_available
Please let me know if I can get a quote for <keyword> for <number_of_people> adults.,tour_available
Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please,tour_available
Looking for last minute <keyword> for people.,tour_available
Last minute search <keyword> for <number_of_people> persons,tour_available
Looking for a last minute deal.,tour_available
Last minute <keyword> for people.,tour_available
Looking for Last Minute <keyword> for <number_of_people> persons,tour_available
Looking for last minute people.,tour_available
Looking for last minute <keyword>.,tour_available
Looking for last minute <keyword> for <number_of_people> people,tour_available
Is there any tickets on the <date>?,tour_available
Are there any tickets on the <date>,tour_available
there are maps on the <date>,tour_available
Do you have any tickets for the <date>?,tour_available
There are tickets on the <date>.,tour_available
There are tickets for the <date>.,tour_available
There are no tickets on the <date>.,tour_available
are there any tickets on the <date>,tour_available
"I'm looking for R224 for S224 in <location>, and then I'm going up to <location>.",tour_available
"I'm looking for R224 for S224 in <location>, and then I'll go up to <location>.",tour_available
"I'm looking for a price of R224 for S224 in <location>, covering nearby sites and going up to <location>.",tour_available
"I'm looking for <transportation> for <duration> in <location>, which is close to locations and go up to <location>",tour_available
"I am looking for a price of R224 for S224 in <location>, covering nearby sites and going up to <location>.",tour_available
"I'm looking for a price of R235 for <duration> in <location>, covering nearby sites and going up to <location>.",tour_available
I am looking for <transportation> for <duration> in <location> covering neighbouring sites up to <location>,tour_available
I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>,tour_available
Is <keyword> still available for <date>?,tour_available
Is <keyword> still available?,tour_available
Is <keyword> still available for D05?,tour_available
Is <keyword> still available for <date>?,tour_available
"Hello, is <keyword> still available for <date>?",tour_available
Is <keyword> still available?,tour_available
"Hello, is <keyword> still available for <date>?",tour_available
Need information and prices for a small group of <number_of_people> for a <duration> <keyword> of <location> and <location>. Please note. We stay overnight in <hotel> in <location>.,tour_available
Need information and price for a small group of <number_of_people> for a <duration> <keyword> from <location> and <location>. Please inform us. We stay at <hotel> in <location>.,tour_available
We're looking for information and pricing for a small group.,tour_available
We need pricing and information for a small group of people.,tour_available
We're looking for information and pricing for a small group of people.,tour_available
We need information and pricing for a small group of people.,tour_available
We're looking for information and pricing for a group of people.,tour_available
Need information and pricing for a small group of <number_of_people> for a <duration> <keyword> of <location> and <location>. Please advise. We're staying at <hotel> in <location>.,tour_available
We have to book for <keyword> for <date> for <number_of_people>,tour_available
We need to book <keyword> for <date>.,tour_available
We need to book for <keyword> and <date>.,tour_available
We have to book for <keyword> for <date>.,tour_available
We need to book for <keyword> and <date>.,tour_available
We need to book for <keyword> for <date>.,tour_available
we have to reserve for <keyword> for <date> for <number_of_people>,tour_available
we need to book for <keyword> for <date> for <number_of_people>,tour_available
I wanted to know if the <keyword> was open on <date>?,tour_available
Do you know if the <keyword> will be open?,tour_available
I'd like to know if the <keyword> will be open on <date>?,tour_available
I would like to know if the <keyword> will open.,tour_available
I would like to know if the <keyword> will be open.,tour_available
I want to know if the <keyword> will be open.,tour_available
I would like to know if the <keyword> will be open.,tour_available
I would like to know if the <keyword> will be open on <date>?,tour_available
I need your help to confirm if there are tickets for <keyword> on <date>.,tour_available
I want to know if there are any tickets available for <keyword> on <date>.,tour_available
Could you help me confirm if there are tickets to <keyword> on <date>,tour_available
I would like to know if there are any tickets available for <keyword> on <date>.,tour_available
I would like to know if there are tickets available for <keyword> on <date>.,tour_available
Could you help me determine if there are maps for <keyword> on <date>?,tour_available
I need your help to confirm if there are tickets available for <keyword>.,tour_available
could you help me to confirm if there are available tickets for <keyword> on <date>,tour_available
Do you own the <keyword>?,tour_available
Do you own the <keyword>?,tour_available
Do you own this?,tour_available
Do you have a <keyword>?,tour_available
Do you have this <keyword>?,tour_available
Do you own a <keyword>?,tour_available
Do you have this <keyword>?,tour_available
Can you tell me if you have this <keyword> in <location>?,tour_available
Do you have this in <location>?,tour_available
Do you have this <keyword> in <location>?,tour_available
Do you own this <keyword>?,tour_available
Can you tell me if you have this in <location>?,tour_available
Do you own this <keyword>?,tour_available
Do you have this <keyword> in <location>?,tour_available
Is the <keyword> tour available?,tour_available
Is the <keyword> Tour available on <date>?,tour_available
Is the <keyword> tour available in the area?,tour_available
Is the <keyword> tour available on <date>?,tour_available
Is the <keyword> tour available?,tour_available
Is the <keyword> tour available on <date>?,tour_available
Is the <keyword> visit available on <date>?,tour_available
Is the <keyword> tour available on <date>?,tour_available
Do you own this <keyword> in <location>?,tour_available
Do you have this <keyword> in <location> on <date>?,tour_available
Do you have the <keyword> in <location>?,tour_available
Do you have this in <location>?,tour_available
Do you have the <keyword> in <location>?,tour_available
Can you tell me if you have this in <location> on <date>?,tour_available
Do you have this <keyword> in <location> on <date>?,tour_available
I would like to cancel the tour confirmation code that I booked.,tour_cancel
I would like to cancel the tour confirmation code.,tour_cancel
I want to cancel the tour confirmation code <confirmation_code>.,tour_cancel
"I've reserved a <confirmation_code> visit confirmation code, but I'd like to cancel it.",tour_cancel
I would like to cancel the tour confirmation code <confirmation_code>.,tour_cancel
I would like to cancel my tour confirmation code.,tour_cancel
"I booked a tour confirmation code 1117, but I liked to cancel it.",tour_cancel
"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it.",tour_cancel
Can I change the tour confirmation code?,tour_cancel
Can I cancel the <confirmation_code> visit confirmation code?,tour_cancel
Is it possible to cancel the tour confirmation code?,tour_cancel
Is it possible to cancel the tour confirmtion code?,tour_cancel
Is it possible to cancel the tour confirmtion code.,tour_cancel
Can I cancel the tour confirmation code <confirmation_code>?,tour_cancel
I want to cancel the tour confirmtion code.,tour_cancel
Can I cancel the the tour confirmtion code <confirmation_code>?,tour_cancel
I need to rearrange my tour.,tour_cancel
I have a tour that I need to change.,tour_cancel
My tour needs to be changed.,tour_cancel
I have to change my tour.,tour_cancel
I need to change my tour.,tour_cancel
I need to reprogram my turn.,tour_cancel
I have to replan my tour.,tour_cancel
I need to reschedule my tour,tour_cancel
How much is it for C029 on <date>?,tour_inquiry
How much is <keyword> for <number_of_people>?,tour_inquiry
Can you tell me how much <keyword> is for C029 on <date>?,tour_inquiry
Can you tell me how much <keyword> is for <number_of_people>?,tour_inquiry
Can you tell me how much <keyword> is for <number_of_people>?,tour_inquiry
How much is <keyword> for <number_of_people> on <date>?,tour_inquiry
How much is <keyword> is for <number_of_people> on <date>?,tour_inquiry
What is the tour name?,tour_inquiry
What is the name of the <keyword> tour?,tour_inquiry
What is the name of the <keyword> tour?,tour_inquiry
What is <tour_parameter> of the <keyword> Tour?,tour_inquiry
What is <tour_parameter> of the <keyword> turner?,tour_inquiry
What is the tour called <keyword>?,tour_inquiry
What is the name of the tour?,tour_inquiry
What is <tour_parameter> of <keyword> tour?,tour_inquiry
"Is it just to book the reservation and pay for the meal, or is it for more than 300 people?",tour_inquiry
"Hi, I'm trying to book <keyword> and it looks like it's 300/person. Is it just to book the reservation and then I have to pay for the meal?",tour_inquiry
Is this just to book the reservation and pay for the meal?,tour_inquiry
"Is it just to book the reservation and pay for the meal, or is it for more than one person?",tour_inquiry
Is it just to book the reservation and pay for the meal?,tour_inquiry
"Hello, I'm trying to book <keyword> and it looks like it's 300/person. Is that just to book the reservation and then I have to pay for the food?",tour_inquiry
I'm trying to book <keyword> but it looks like it's 300 people and I have to pay for the meal.,tour_inquiry
"Hi, i'm trying to book <keyword> and it looks like it's 300/person. Is this just to book the reservation and then I have to pay for the meal?",tour_inquiry
Do you pick us up at the hotel?,tour_inquiry
Are you going to pick up at the hotel?,tour_inquiry
Do you pick up at the hotel?,tour_inquiry
Are you picking up at the hotel? We stay at <hotel> at <location>,tour_inquiry
Do you pick up your luggage at the hotel?,tour_inquiry
Are you going to pick us up at the hotel?,tour_inquiry
Are you staying at the hotel? We overnight in <hotel> at <location>,tour_inquiry
Do you pick up at the hotel? We are staying in <hotel> at <location>,tour_inquiry
Is it possible to pick up from the <location> for <keyword>?,tour_inquiry
Is it possible to pick up from the <location> for <keyword>?,tour_inquiry
Is there a pickup for <keyword>?,tour_inquiry
Are there pickups from the <location> for <keyword>?,tour_inquiry
Is it possible to pickup from the <location> for <keyword>?,tour_inquiry
Is it possible to pickup from the <location> for <keyword>?,tour_inquiry
Is there a collection from the <location> for <keyword> available?,tour_inquiry
is there pickup from the <location> for <keyword> available?,tour_inquiry
Does <keyword> offer pickup?,tour_inquiry
Does <keyword> offer a pick-up at <location>?,tour_inquiry
Does <keyword> offer pickup?,tour_inquiry
Does <keyword> offer pickup at <location>?,tour_inquiry
Does <keyword> offer a pickup?,tour_inquiry
Does <keyword> offer pickup at <location>?,tour_inquiry
Is <keyword> able to pick up at <location>?,tour_inquiry
Does <keyword> offer pickup at <location>?,tour_inquiry
Can a tour guide take us to <location>?,tour_inquiry
Is it possible for a tour guide to pick us up?,tour_inquiry
Can a guide pick us up at <location>?,tour_inquiry
Can a tour guide pick us up at <location>?,tour_inquiry
Is it possible for a tour guide to pick us up at <location>?,tour_inquiry
Can a tour guide pick us up?,tour_inquiry
A tour guide can pick us up.,tour_inquiry
Can a tour guide pick us up at <location>?,tour_inquiry
Please send me information if this visit is available with withdrawal from <hotel>,tour_inquiry
Please email me if this tour is available with pickup.,tour_inquiry
"If this tour is available with pickup, please let me know.",tour_inquiry
"If this tour is available with pickup, please email me the information.",tour_inquiry
"If this tour is available with pickup from <hotel>, please email me.",tour_inquiry
Please email me information if this tour is available with pickup of <hotel>,tour_inquiry
"If this tour is available with pickup, please email me.",tour_inquiry
please email me information if this tour is available with pickup from <hotel>,tour_inquiry
Could you tell me the details for <keyword>?,tour_inquiry
I was wondering if you could give me the details for <keyword>.,tour_inquiry
I would like to know the details for <keyword>.,tour_inquiry
I need the details for <keyword>.,tour_inquiry
I would like to know the details for <keyword>.,tour_inquiry
I need the details for <keyword>.,tour_inquiry
Can you provide me with the details for <keyword>,tour_inquiry
Could you provide me the details for <keyword>,tour_inquiry
I would like to go to a festival.,tour_inquiry
I would like a tour of the festival.,tour_inquiry
I would like to go to the festival.,tour_inquiry
I would love to take a tour of the festival.,tour_inquiry
I want to go to the <keyword> festival.,tour_inquiry
I liked a tour to the <keyword> Festival,tour_inquiry
I would like a visit to the <keyword> festival,tour_inquiry
I would like a tour for <keyword> festival,tour_inquiry
I want more information on the tour.,tour_inquiry
I would like to know more about the <keyword> tour.,tour_inquiry
I would like more information on the tour.,tour_inquiry
I liked more details about <keyword> Tour,tour_inquiry
I want to know more about the tour.,tour_inquiry
I would like to know more about the <keyword> tour.,tour_inquiry
I want more details about visit <keyword>,tour_inquiry
I want more details on <keyword> tour,tour_inquiry
"If I don't get the reservation on an order, what happens?",tour_inquiry
"If I don't get the reservation on an order, what do I do?",tour_inquiry
"If I don't get the reservation on an order, what will happen?",tour_inquiry
"Hi, what happens if I don't get the reservation on an order?",tour_inquiry
"Hi, what happens if I don't get the reservation for an order?",tour_inquiry
"If I don't get the reservation on the order, what happens?",tour_inquiry
What happens if I don't get the reservation?,tour_inquiry
"Hi, what happens if I don't get the reservation on an order?
",tour_inquiry
What happens if I do not receive the reservation on an order?,tour_inquiry
"If I don't get the reservation on an order, what happens?",tour_inquiry
What happens if I don't get the reservation on an order?,tour_inquiry
"If I don't get the reservation on an order, what will happen?",tour_inquiry
"If I don't get the reservation, what happens?",tour_inquiry
"If I don't get the reservation on the order, what happens?",tour_inquiry
What happens if I don't get the reservation?,tour_inquiry
"What happens if I don't get the reservation on an order?
",tour_inquiry
I don't know what to bring with me for the tour.,tour_inquiry
I don't know what I need to bring with me for the tour.,tour_inquiry
What do I have to bring for the <keyword> tour?,tour_inquiry
What should I bring with me on the tour?,tour_inquiry
What should I bring with me for the <keyword>?,tour_inquiry
What should I bring for the tour?,tour_inquiry
What should I bring with me for the tour?,tour_inquiry
What do I need to bring with me for <keyword> tour?,tour_inquiry
Are kids allowed on the tour?,tour_inquiry
Children are allowed on the tour.,tour_inquiry
Is kids allowed on the tour?,tour_inquiry
Are children allowed on <keyword> tour?,tour_inquiry
Kids are allowed on the tour.,tour_inquiry
Are children allowed to turn <keyword>?,tour_inquiry
There are kids on the tour.,tour_inquiry
Are kids allowed on <keyword> tour?,tour_inquiry
Lunch is not included in the tour.,tour_inquiry
Is it included in the tour?,tour_inquiry
Is lunch part of the tour?,tour_inquiry
Lunch is included in the tour.,tour_inquiry
Is lunch included in the tour?,tour_inquiry
Is lunch included in the visit?,tour_inquiry
Is lunch included in tour?,tour_inquiry
Is food included in the tour?,tour_inquiry
Is it included in the tour?,tour_inquiry
Is there food in the tour?,tour_inquiry
Is food included in the turntable?,tour_inquiry
Is food part of the tour?,tour_inquiry
Is there food on the tour?,tour_inquiry
Is food included in tour?,tour_inquiry
Is there a place where we will be picked up?,tour_inquiry_pick_up
Is there a physical address where we'll be picked up?,tour_inquiry_pick_up
Where will we be picked up?,tour_inquiry_pick_up
Is there an address where we will be picked up?,tour_inquiry_pick_up
Is there a physical address or will we be picked up?,tour_inquiry_pick_up
Is it a physical address where we will be picked up?,tour_inquiry_pick_up
Is there a location where we will be picked up?,tour_inquiry_pick_up
Is there a physical address where we will be picked up?,tour_inquiry_pick_up
It just seems a little blurry or meeting.,tour_inquiry_pick_up
It's a little unclear where to meet.,tour_inquiry_pick_up
It seems like it's not clear where to meet.,tour_inquiry_pick_up
It just seems a little unclear where you can meet.,tour_inquiry_pick_up
It's not clear where to meet.,tour_inquiry_pick_up
It doesn't seem to be clear where to meet.,tour_inquiry_pick_up
It seems like it's unclear where to meet.,tour_inquiry_pick_up
It just seems a little unclear where to meet.,tour_inquiry_pick_up
I don't know when to be ready for the tour.,tour_inquiry_pick_up
I don't know when I should be ready for the tour.,tour_inquiry_pick_up
When should I be ready for the turn?,tour_inquiry_pick_up
When should I be ready for the tour?,tour_inquiry_pick_up
I don't know when I should be prepared for the tour.,tour_inquiry_pick_up
Is it a good idea to be ready for the tour?,tour_inquiry_pick_up
I don't know when I should be ready for a tour.,tour_inquiry_pick_up
When should I be ready for tour?,tour_inquiry_pick_up
Is the pick-up included?,tour_inquiry_pick_up
Is collection included?,tour_inquiry_pick_up
Is pick-up included?,tour_inquiry_pick_up
Is it included?,tour_inquiry_pick_up
Pick-up is included.,tour_inquiry_pick_up
Is it included in the price?,tour_inquiry_pick_up
Is pick-up included?,tour_inquiry_pick_up
I am a tour guide in <location> and I was wondering if there was a way I could offer my tours on your website.,tour_offer
I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website.,tour_offer
"Hello <name>! Thank you, I am a tour guide in <location> and I was wondering if there was a way I can offer my visits to your website",tour_offer
I am a tour guide and I was wondering if there is a way I can offer my tours on your website.,tour_offer
"Hello <name>! Thank you very much, I am a travel guide in <location> and I wondered if there is a way I can offer my tours on your website",tour_offer
I am a tour guide and I was wondering if there was a way I could offer my tours on your website.,tour_offer
I am a tour guide in <location> and I am wondering if there is a way I can offer my tours on your website.,tour_offer
"Hi <name>! Thank you, I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website",tour_offer
I am a tour guide in <location> and I was wondering if there was a way I could offer my tours on your website.,tour_offer
I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website.,tour_offer
Hello <name>! I am a tour guide in <location> and I was wondering if there was any way I could offer my visits to your website,tour_offer
I am a tour guide and I am wondering if there is a way I can offer my tours on your website.,tour_offer
I am a tour guide and I was wondering if there was a way I could offer my tours on your website.,tour_offer
Hello <name>! I am a tour guide in <location> and wondered if there is a way to offer my tours on your website.,tour_offer
I am a tour guide in <location> and I am wondering if there is a way I can offer my tours on your website.,tour_offer
Hi <name>! I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website,tour_offer
I would be interested in partnering with your site.,tour_offer
I liked to partner with your website,tour_offer
I would love to work with your site.,tour_offer
I'd like to work with your site.,tour_offer
I'd like to join your site.,tour_offer
I would like to work with your site.,tour_offer
I would like to work with you.,tour_offer
I would like to partner with your site,tour_offer
I'd like to work with your app.,tour_offer
I would like to use your app.,tour_offer
I would like to work with your app.,tour_offer
I would love to work with your app.,tour_offer
I'd like to join your application.,tour_offer
I liked working with your app,tour_offer
I would like to work with you.,tour_offer
I would like to partner with your app,tour_offer
Information on the tour is not correct.,tour_offer
Information on a tour is not correct.,tour_offer
Information about the tour is not correct,tour_offer
The information on the tour is not correct.,tour_offer
The information on the turn is not correct,tour_offer
Information on the tour is incorrect.,tour_offer
Information on the tour isn't correct.,tour_offer
Information on tour is not correct,tour_offer
